District,Station,Rainfall,Date
Chennai,Chennai nungambakkam,41.8,1994-10-28
Chennai,Chennai nungambakkam,41.8,1994-10-28
Chennai,Chennai port trust,27.8,1994-10-28
Chennai,Chennai port trust,27.8,1994-10-28
Chennai,Chennai nungambakkam,5.6,1994-10-29
Chennai,Chennai nungambakkam,5.6,1994-10-29
Chennai,Chennai port trust,4.2,1994-10-29
Chennai,Chennai port trust,4.2,1994-10-29
Chennai,Chennai port trust,52.7,1994-10-30
Chennai,Chennai port trust,52.7,1994-10-30
Chennai,Chennai nungambakkam,47.8,1994-10-30
Chennai,Chennai nungambakkam,47.8,1994-10-30
Chennai,Chennai port trust,258.0,1994-10-31
Chennai,Chennai port trust,258.0,1994-10-31
Chennai,Chennai nungambakkam,243.3,1994-10-31
Chennai,Chennai nungambakkam,243.3,1994-10-31
Chennai,Chennai nungambakkam,30.4,1994-11-01
Chennai,Chennai nungambakkam,30.4,1994-11-01
Chennai,Chennai port trust,29.0,1994-11-01
Chennai,Chennai port trust,29.0,1994-11-01
Chennai,Alandur,12.0,1994-11-01
Chennai,Chennai nungambakkam,4.7,1994-11-02
Chennai,Chennai nungambakkam,4.7,1994-11-02
Chennai,Chennai port trust,4.3,1994-11-02
Chennai,Chennai port trust,4.3,1994-11-02
Chennai,Chennai nungambakkam,6.0,1994-11-03
Chennai,Chennai nungambakkam,6.0,1994-11-03
Chennai,Chennai port trust,2.0,1994-11-03
Chennai,Chennai port trust,2.0,1994-11-03
Chennai,Chennai port trust,34.2,1994-11-04
Chennai,Chennai port trust,34.2,1994-11-04
Chennai,Chennai nungambakkam,21.4,1994-11-04
Chennai,Chennai nungambakkam,21.4,1994-11-04
Chennai,Alandur,3.5,1994-11-04
Chennai,Chennai nungambakkam,182.2,1994-11-05
Chennai,Chennai nungambakkam,182.2,1994-11-05
Chennai,Chennai port trust,180.3,1994-11-05
Chennai,Chennai port trust,180.3,1994-11-05
Chennai,Chennai port trust,34.0,1994-11-06
Chennai,Chennai port trust,34.0,1994-11-06
Chennai,Chennai nungambakkam,31.4,1994-11-06
Chennai,Chennai nungambakkam,31.4,1994-11-06
Chennai,Chennai port trust,2.2,1994-11-07
Chennai,Chennai port trust,2.2,1994-11-07
Chennai,Chennai nungambakkam,0.7,1994-11-07
Chennai,Chennai nungambakkam,0.7,1994-11-07
Chennai,Chennai port trust,1.2,1994-11-08
Chennai,Chennai port trust,1.2,1994-11-08
Chennai,Chennai nungambakkam,1.2,1994-11-08
Chennai,Chennai nungambakkam,1.2,1994-11-08
Chennai,Chennai nungambakkam,16.4,1994-11-09
Chennai,Chennai nungambakkam,16.4,1994-11-09
Chennai,Alandur,15.0,1994-11-09
Chennai,Chennai port trust,5.3,1994-11-09
Chennai,Chennai port trust,5.3,1994-11-09
Chennai,Chennai nungambakkam,64.8,1994-11-10
Chennai,Chennai nungambakkam,64.8,1994-11-10
Chennai,Chennai port trust,47.0,1994-11-10
Chennai,Chennai port trust,47.0,1994-11-10
Chennai,Chennai port trust,8.7,1994-11-11
Chennai,Chennai port trust,8.7,1994-11-11
Chennai,Chennai nungambakkam,6.1,1994-11-11
Chennai,Chennai nungambakkam,6.1,1994-11-11
Chennai,Chennai port trust,137.0,1994-11-12
Chennai,Chennai port trust,137.0,1994-11-12
Chennai,Chennai nungambakkam,106.2,1994-11-12
Chennai,Chennai nungambakkam,106.2,1994-11-12
Chennai,Alandur,90.5,1994-11-12
Chennai,Alandur,210.5,1994-11-13
Chennai,Chennai nungambakkam,2.0,1994-11-13
Chennai,Chennai nungambakkam,2.0,1994-11-13
Chennai,Alandur,55.5,1994-11-14
Chennai,Alandur,2.0,1994-11-15
Chennai,Alandur,3.5,1994-11-16
Chennai,Alandur,29.0,1994-11-17
Chennai,Chennai nungambakkam,7.4,1994-11-18
Chennai,Chennai nungambakkam,7.4,1994-11-18
Chennai,Chennai port trust,6.3,1994-11-18
Chennai,Chennai port trust,6.3,1994-11-18
Chennai,Alandur,3.5,1994-11-18
Chennai,Chennai port trust,3.4,1994-11-19
Chennai,Chennai port trust,3.4,1994-11-19
Chennai,Chennai nungambakkam,0.1,1994-11-19
Chennai,Chennai nungambakkam,0.1,1994-11-19
Chennai,Chennai port trust,11.4,1994-11-21
Chennai,Chennai port trust,11.4,1994-11-21
Chennai,Chennai nungambakkam,5.0,1994-11-21
Chennai,Chennai nungambakkam,5.0,1994-11-21
Chennai,Chennai nungambakkam,11.3,1994-11-22
Chennai,Chennai nungambakkam,11.3,1994-11-22
Chennai,Chennai port trust,0.6,1994-11-22
Chennai,Chennai port trust,0.6,1994-11-22
Chennai,Chennai nungambakkam,2.3,1994-11-23
Chennai,Chennai nungambakkam,2.3,1994-11-23
Chennai,Chennai port trust,2.0,1994-11-23
Chennai,Chennai port trust,2.0,1994-11-23
Chennai,Chennai nungambakkam,16.6,1994-11-24
Chennai,Chennai nungambakkam,16.6,1994-11-24
Chennai,Chennai port trust,15.3,1994-11-24
Chennai,Chennai port trust,15.3,1994-11-24
Chennai,Chennai nungambakkam,15.6,1994-11-25
Chennai,Chennai nungambakkam,15.6,1994-11-25
Chennai,Chennai port trust,13.7,1994-11-25
Chennai,Chennai port trust,13.7,1994-11-25
Chennai,Chennai nungambakkam,16.4,1994-11-26
Chennai,Chennai nungambakkam,16.4,1994-11-26
Chennai,Chennai port trust,16.2,1994-11-26
Chennai,Chennai port trust,16.2,1994-11-26
Chennai,Alandur,38.5,1994-12-01
Chennai,Alandur,10.5,1994-12-02
Chennai,Alandur,4.0,1994-12-03
Chennai,Alandur,6.0,1994-12-04
Chennai,Chennai port trust,7.8,1994-12-18
Chennai,Chennai port trust,7.8,1994-12-18
Chennai,Chennai nungambakkam,6.6,1994-12-18
Chennai,Chennai nungambakkam,6.6,1994-12-18
Chennai,Chennai port trust,21.0,1994-12-19
Chennai,Chennai port trust,21.0,1994-12-19
Chennai,Chennai nungambakkam,18.6,1994-12-19
Chennai,Chennai nungambakkam,18.6,1994-12-19
Chennai,Chennai nungambakkam,55.6,1994-12-20
Chennai,Chennai nungambakkam,55.6,1994-12-20
Chennai,Chennai port trust,53.4,1994-12-20
Chennai,Chennai port trust,53.4,1994-12-20
Chennai,Chennai port trust,112.5,1994-12-21
Chennai,Chennai port trust,112.5,1994-12-21
Chennai,Chennai nungambakkam,95.2,1994-12-21
Chennai,Chennai nungambakkam,95.2,1994-12-21
Chennai,Chennai nungambakkam,42.5,1994-12-22
Chennai,Chennai nungambakkam,42.5,1994-12-22
Chennai,Chennai port trust,37.0,1994-12-22
Chennai,Chennai port trust,37.0,1994-12-22
Chennai,Chennai nungambakkam,0.2,1994-12-23
Chennai,Chennai nungambakkam,0.2,1994-12-23
Chennai,Alandur,2.5,1994-12-26
Chennai,Chennai nungambakkam,0.1,1994-12-28
Chennai,Chennai nungambakkam,0.1,1994-12-28
Chennai,Alandur,3.5,1994-12-30
Chennai,Alandur,30.5,1994-12-31
Chennai,Chennai nungambakkam,5.2,1995-01-05
Chennai,Chennai nungambakkam,5.2,1995-01-05
Chennai,Chennai port trust,2.7,1995-01-05
Chennai,Chennai port trust,2.7,1995-01-05
Chennai,Chennai nungambakkam,0.3,1995-01-08
Chennai,Chennai nungambakkam,0.3,1995-01-08
Chennai,Chennai port trust,47.0,1995-01-13
Chennai,Chennai port trust,47.0,1995-01-13
Chennai,Chennai nungambakkam,42.6,1995-01-13
Chennai,Chennai nungambakkam,42.6,1995-01-13
Chennai,Chennai port trust,49.0,1995-01-14
Chennai,Chennai port trust,49.0,1995-01-14
Chennai,Chennai nungambakkam,29.8,1995-01-14
Chennai,Chennai nungambakkam,29.8,1995-01-14
Chennai,Chennai nungambakkam,66.2,1995-01-16
Chennai,Chennai nungambakkam,66.2,1995-01-16
Chennai,Chennai port trust,47.3,1995-01-16
Chennai,Chennai port trust,47.3,1995-01-16
Chennai,Chennai nungambakkam,2.2,1995-01-17
Chennai,Chennai nungambakkam,2.2,1995-01-17
Chennai,Chennai port trust,28.0,1995-01-18
Chennai,Chennai port trust,28.0,1995-01-18
Chennai,Chennai nungambakkam,24.4,1995-01-18
Chennai,Chennai nungambakkam,24.4,1995-01-18
Chennai,Chennai nungambakkam,0.1,1995-01-19
Chennai,Chennai nungambakkam,0.1,1995-01-19
Chennai,Chennai nungambakkam,0.4,1995-01-28
Chennai,Chennai nungambakkam,0.4,1995-01-28
Chennai,Chennai port trust,7.0,1995-05-05
Chennai,Chennai port trust,7.0,1995-05-05
Chennai,Chennai nungambakkam,5.8,1995-05-05
Chennai,Chennai nungambakkam,5.8,1995-05-05
Chennai,Chennai nungambakkam,31.7,1995-05-06
Chennai,Chennai nungambakkam,31.7,1995-05-06
Chennai,Chennai port trust,27.0,1995-05-06
Chennai,Chennai port trust,27.0,1995-05-06
Chennai,Chennai port trust,150.7,1995-05-07
Chennai,Chennai port trust,150.7,1995-05-07
Chennai,Chennai nungambakkam,106.2,1995-05-07
Chennai,Chennai nungambakkam,106.2,1995-05-07
Chennai,Chennai port trust,115.0,1995-05-08
Chennai,Chennai port trust,115.0,1995-05-08
Chennai,Chennai nungambakkam,111.8,1995-05-08
Chennai,Chennai nungambakkam,111.8,1995-05-08
Chennai,Chennai nungambakkam,2.4,1995-05-09
Chennai,Chennai nungambakkam,2.4,1995-05-09
Chennai,Chennai port trust,0.7,1995-05-09
Chennai,Chennai port trust,0.7,1995-05-09
Chennai,Chennai nungambakkam,0.7,1995-05-11
Chennai,Chennai nungambakkam,0.7,1995-05-11
Chennai,Chennai port trust,28.0,1995-05-20
Chennai,Chennai port trust,28.0,1995-05-20
Chennai,Chennai nungambakkam,21.5,1995-05-20
Chennai,Chennai nungambakkam,21.5,1995-05-20
Chennai,Chennai nungambakkam,0.6,1995-06-12
Chennai,Chennai nungambakkam,0.6,1995-06-12
Chennai,Chennai nungambakkam,0.1,1995-06-15
Chennai,Chennai nungambakkam,0.1,1995-06-15
Chennai,Chennai nungambakkam,0.1,1995-06-20
Chennai,Chennai nungambakkam,0.1,1995-06-20
Chennai,Chennai nungambakkam,0.6,1995-06-22
Chennai,Chennai nungambakkam,0.6,1995-06-22
Chennai,Chennai nungambakkam,2.2,1995-06-23
Chennai,Chennai nungambakkam,2.2,1995-06-23
Chennai,Chennai port trust,2.0,1995-06-23
Chennai,Chennai port trust,2.0,1995-06-23
Chennai,Chennai nungambakkam,15.3,1995-06-25
Chennai,Chennai nungambakkam,15.3,1995-06-25
Chennai,Chennai port trust,14.2,1995-06-25
Chennai,Chennai port trust,14.2,1995-06-25
Chennai,Chennai port trust,2.5,1995-06-26
Chennai,Chennai port trust,2.5,1995-06-26
Chennai,Chennai nungambakkam,0.2,1995-06-26
Chennai,Chennai nungambakkam,0.2,1995-06-26
Chennai,Chennai nungambakkam,4.4,1995-07-10
Chennai,Chennai nungambakkam,4.4,1995-07-10
Chennai,Chennai port trust,3.2,1995-07-10
Chennai,Chennai port trust,3.2,1995-07-10
Chennai,Chennai nungambakkam,0.1,1995-07-11
Chennai,Chennai nungambakkam,0.1,1995-07-11
Chennai,Chennai nungambakkam,79.2,1995-07-15
Chennai,Chennai nungambakkam,79.2,1995-07-15
Chennai,Chennai port trust,72.3,1995-07-15
Chennai,Chennai port trust,72.3,1995-07-15
Chennai,Chennai nungambakkam,0.2,1995-07-19
Chennai,Chennai nungambakkam,0.2,1995-07-19
Chennai,Chennai port trust,22.0,1995-07-24
Chennai,Chennai port trust,22.0,1995-07-24
Chennai,Chennai nungambakkam,11.4,1995-07-24
Chennai,Chennai nungambakkam,11.4,1995-07-24
Chennai,Chennai nungambakkam,1.5,1995-07-25
Chennai,Chennai nungambakkam,1.5,1995-07-25
Chennai,Chennai port trust,1.0,1995-07-25
Chennai,Chennai port trust,1.0,1995-07-25
Chennai,Chennai nungambakkam,3.4,1995-07-27
Chennai,Chennai nungambakkam,3.4,1995-07-27
Chennai,Chennai port trust,1.0,1995-07-27
Chennai,Chennai port trust,1.0,1995-07-27
Chennai,Chennai port trust,5.0,1995-07-29
Chennai,Chennai port trust,5.0,1995-07-29
Chennai,Chennai nungambakkam,1.5,1995-07-29
Chennai,Chennai nungambakkam,1.5,1995-07-29
Chennai,Chennai port trust,65.0,1995-08-01
Chennai,Chennai port trust,65.0,1995-08-01
Chennai,Chennai nungambakkam,45.6,1995-08-01
Chennai,Chennai nungambakkam,45.6,1995-08-01
Chennai,Chennai nungambakkam,1.4,1995-08-03
Chennai,Chennai nungambakkam,1.4,1995-08-03
Chennai,Chennai nungambakkam,16.8,1995-08-06
Chennai,Chennai nungambakkam,16.8,1995-08-06
Chennai,Chennai port trust,16.0,1995-08-06
Chennai,Chennai port trust,16.0,1995-08-06
Chennai,Chennai nungambakkam,53.4,1995-08-07
Chennai,Chennai nungambakkam,53.4,1995-08-07
Chennai,Chennai port trust,52.0,1995-08-07
Chennai,Chennai port trust,52.0,1995-08-07
Chennai,Chennai nungambakkam,1.3,1995-08-08
Chennai,Chennai nungambakkam,1.3,1995-08-08
Chennai,Chennai port trust,1.0,1995-08-08
Chennai,Chennai port trust,1.0,1995-08-08
Chennai,Chennai nungambakkam,7.0,1995-08-09
Chennai,Chennai nungambakkam,7.0,1995-08-09
Chennai,Chennai port trust,5.2,1995-08-09
Chennai,Chennai port trust,5.2,1995-08-09
Chennai,Chennai port trust,3.0,1995-08-10
Chennai,Chennai port trust,3.0,1995-08-10
Chennai,Chennai nungambakkam,1.4,1995-08-10
Chennai,Chennai nungambakkam,1.4,1995-08-10
Chennai,Chennai nungambakkam,2.3,1995-08-14
Chennai,Chennai nungambakkam,2.3,1995-08-14
Chennai,Chennai port trust,0.6,1995-08-14
Chennai,Chennai port trust,0.6,1995-08-14
Chennai,Chennai port trust,85.0,1995-08-15
Chennai,Chennai port trust,85.0,1995-08-15
Chennai,Chennai nungambakkam,70.4,1995-08-15
Chennai,Chennai nungambakkam,70.4,1995-08-15
Chennai,Chennai port trust,1.0,1995-08-16
Chennai,Chennai port trust,1.0,1995-08-16
Chennai,Chennai nungambakkam,0.8,1995-08-16
Chennai,Chennai nungambakkam,0.8,1995-08-16
Chennai,Chennai port trust,4.0,1995-08-18
Chennai,Chennai port trust,4.0,1995-08-18
Chennai,Chennai port trust,2.0,1995-08-19
Chennai,Chennai port trust,2.0,1995-08-19
Chennai,Chennai nungambakkam,2.0,1995-08-19
Chennai,Chennai nungambakkam,2.0,1995-08-19
Chennai,Chennai port trust,11.8,1995-08-24
Chennai,Chennai port trust,11.8,1995-08-24
Chennai,Chennai nungambakkam,9.3,1995-08-24
Chennai,Chennai nungambakkam,9.3,1995-08-24
Chennai,Chennai port trust,1.0,1995-08-25
Chennai,Chennai port trust,1.0,1995-08-25
Chennai,Chennai nungambakkam,0.3,1995-08-25
Chennai,Chennai nungambakkam,0.3,1995-08-25
Chennai,Chennai port trust,22.0,1995-08-26
Chennai,Chennai port trust,22.0,1995-08-26
Chennai,Chennai nungambakkam,20.3,1995-08-27
Chennai,Chennai nungambakkam,20.3,1995-08-27
Chennai,Chennai port trust,4.2,1995-08-29
Chennai,Chennai port trust,4.2,1995-08-29
Chennai,Chennai nungambakkam,4.2,1995-08-29
Chennai,Chennai nungambakkam,4.2,1995-08-29
Chennai,Chennai nungambakkam,2.2,1995-08-31
Chennai,Chennai nungambakkam,2.2,1995-08-31
Chennai,Chennai port trust,1.0,1995-08-31
Chennai,Chennai port trust,1.0,1995-08-31
Chennai,Chennai port trust,8.3,1995-09-07
Chennai,Chennai port trust,8.3,1995-09-07
Chennai,Chennai nungambakkam,6.2,1995-09-07
Chennai,Chennai nungambakkam,6.2,1995-09-07
Chennai,Chennai nungambakkam,1.3,1995-09-08
Chennai,Chennai nungambakkam,1.3,1995-09-08
Chennai,Chennai port trust,29.3,1995-09-09
Chennai,Chennai port trust,29.3,1995-09-09
Chennai,Chennai nungambakkam,19.6,1995-09-09
Chennai,Chennai nungambakkam,19.6,1995-09-09
Chennai,Chennai port trust,32.0,1995-09-10
Chennai,Chennai port trust,32.0,1995-09-10
Chennai,Chennai nungambakkam,24.8,1995-09-10
Chennai,Chennai nungambakkam,24.8,1995-09-10
Chennai,Chennai nungambakkam,30.4,1995-09-11
Chennai,Chennai nungambakkam,30.4,1995-09-11
Chennai,Chennai port trust,22.0,1995-09-11
Chennai,Chennai port trust,22.0,1995-09-11
Chennai,Chennai nungambakkam,21.9,1995-09-12
Chennai,Chennai nungambakkam,21.9,1995-09-12
Chennai,Chennai port trust,19.0,1995-09-12
Chennai,Chennai port trust,19.0,1995-09-12
Chennai,Chennai nungambakkam,9.9,1995-09-16
Chennai,Chennai nungambakkam,9.9,1995-09-16
Chennai,Chennai port trust,6.1,1995-09-16
Chennai,Chennai port trust,6.1,1995-09-16
Chennai,Chennai nungambakkam,61.4,1995-09-17
Chennai,Chennai nungambakkam,61.4,1995-09-17
Chennai,Chennai port trust,57.0,1995-09-17
Chennai,Chennai port trust,57.0,1995-09-17
Chennai,Chennai port trust,4.2,1995-09-21
Chennai,Chennai port trust,4.2,1995-09-21
Chennai,Chennai nungambakkam,0.7,1995-09-24
Chennai,Chennai nungambakkam,0.7,1995-09-24
Chennai,Chennai nungambakkam,2.6,1995-09-28
Chennai,Chennai nungambakkam,2.6,1995-09-28
Chennai,Chennai port trust,0.6,1995-09-28
Chennai,Chennai port trust,0.6,1995-09-28
Chennai,Chennai nungambakkam,6.0,1995-09-29
Chennai,Chennai nungambakkam,6.0,1995-09-29
Chennai,Chennai port trust,4.0,1995-09-29
Chennai,Chennai port trust,4.0,1995-09-29
Chennai,Chennai nungambakkam,6.0,1995-09-30
Chennai,Chennai nungambakkam,6.0,1995-09-30
Chennai,Chennai nungambakkam,1.5,1995-10-04
Chennai,Chennai nungambakkam,1.5,1995-10-04
Chennai,Chennai port trust,0.3,1995-10-04
Chennai,Chennai port trust,0.3,1995-10-04
Chennai,Chennai port trust,5.0,1995-10-05
Chennai,Chennai port trust,5.0,1995-10-05
Chennai,Chennai nungambakkam,2.4,1995-10-05
Chennai,Chennai nungambakkam,2.4,1995-10-05
Chennai,Chennai port trust,9.0,1995-10-06
Chennai,Chennai port trust,9.0,1995-10-06
Chennai,Chennai nungambakkam,9.0,1995-10-06
Chennai,Chennai nungambakkam,9.0,1995-10-06
Chennai,Chennai port trust,6.5,1995-10-07
Chennai,Chennai port trust,6.5,1995-10-07
Chennai,Chennai nungambakkam,4.0,1995-10-07
Chennai,Chennai nungambakkam,4.0,1995-10-07
Chennai,Chennai nungambakkam,9.7,1995-10-08
Chennai,Chennai nungambakkam,9.7,1995-10-08
Chennai,Chennai port trust,8.5,1995-10-08
Chennai,Chennai port trust,8.5,1995-10-08
Chennai,Chennai nungambakkam,6.9,1995-10-09
Chennai,Chennai nungambakkam,6.9,1995-10-09
Chennai,Chennai port trust,6.5,1995-10-09
Chennai,Chennai port trust,6.5,1995-10-09
Chennai,Chennai port trust,2.6,1995-10-10
Chennai,Chennai port trust,2.6,1995-10-10
Chennai,Chennai nungambakkam,1.1,1995-10-10
Chennai,Chennai nungambakkam,1.1,1995-10-10
Chennai,Chennai nungambakkam,16.8,1995-10-11
Chennai,Chennai nungambakkam,16.8,1995-10-11
Chennai,Chennai port trust,11.6,1995-10-11
Chennai,Chennai port trust,11.6,1995-10-11
Chennai,Chennai port trust,43.0,1995-10-13
Chennai,Chennai port trust,43.0,1995-10-13
Chennai,Chennai nungambakkam,42.9,1995-10-13
Chennai,Chennai nungambakkam,42.9,1995-10-13
Chennai,Chennai nungambakkam,26.0,1995-10-14
Chennai,Chennai nungambakkam,26.0,1995-10-14
Chennai,Chennai port trust,17.0,1995-10-14
Chennai,Chennai port trust,17.0,1995-10-14
Chennai,Chennai port trust,5.0,1995-10-15
Chennai,Chennai port trust,5.0,1995-10-15
Chennai,Chennai nungambakkam,4.0,1995-10-15
Chennai,Chennai nungambakkam,4.0,1995-10-15
Chennai,Chennai port trust,7.0,1995-10-16
Chennai,Chennai port trust,7.0,1995-10-16
Chennai,Chennai nungambakkam,0.9,1995-10-16
Chennai,Chennai nungambakkam,0.9,1995-10-16
Chennai,Chennai nungambakkam,1.0,1995-10-23
Chennai,Chennai nungambakkam,1.0,1995-10-23
Chennai,Chennai port trust,34.2,1995-10-24
Chennai,Chennai port trust,34.2,1995-10-24
Chennai,Chennai nungambakkam,27.2,1995-10-24
Chennai,Chennai nungambakkam,27.2,1995-10-24
Chennai,Chennai port trust,22.2,1995-10-25
Chennai,Chennai port trust,22.2,1995-10-25
Chennai,Chennai nungambakkam,17.2,1995-10-25
Chennai,Chennai nungambakkam,17.2,1995-10-25
Chennai,Chennai nungambakkam,17.0,1995-10-26
Chennai,Chennai nungambakkam,17.0,1995-10-26
Chennai,Chennai port trust,6.7,1995-10-26
Chennai,Chennai port trust,6.7,1995-10-26
Chennai,Chennai port trust,22.3,1995-10-27
Chennai,Chennai port trust,22.3,1995-10-27
Chennai,Chennai nungambakkam,18.1,1995-10-27
Chennai,Chennai nungambakkam,18.1,1995-10-27
Chennai,Chennai nungambakkam,11.6,1995-10-28
Chennai,Chennai nungambakkam,11.6,1995-10-28
Chennai,Chennai port trust,8.2,1995-10-28
Chennai,Chennai port trust,8.2,1995-10-28
Chennai,Chennai port trust,27.0,1995-10-29
Chennai,Chennai port trust,27.0,1995-10-29
Chennai,Chennai nungambakkam,27.0,1995-10-29
Chennai,Chennai nungambakkam,27.0,1995-10-29
Chennai,Chennai port trust,5.2,1995-10-30
Chennai,Chennai port trust,5.2,1995-10-30
Chennai,Chennai nungambakkam,4.8,1995-10-30
Chennai,Chennai nungambakkam,4.8,1995-10-30
Chennai,Chennai port trust,40.0,1995-11-03
Chennai,Chennai port trust,40.0,1995-11-03
Chennai,Chennai nungambakkam,33.6,1995-11-03
Chennai,Chennai nungambakkam,33.6,1995-11-03
Chennai,Chennai port trust,81.0,1995-11-04
Chennai,Chennai port trust,81.0,1995-11-04
Chennai,Chennai nungambakkam,78.3,1995-11-04
Chennai,Chennai nungambakkam,78.3,1995-11-04
Chennai,Chennai nungambakkam,32.1,1995-11-05
Chennai,Chennai nungambakkam,32.1,1995-11-05
Chennai,Chennai port trust,20.0,1995-11-05
Chennai,Chennai port trust,20.0,1995-11-05
Chennai,Chennai port trust,80.0,1995-11-06
Chennai,Chennai port trust,80.0,1995-11-06
Chennai,Chennai nungambakkam,65.9,1995-11-06
Chennai,Chennai nungambakkam,65.9,1995-11-06
Chennai,Chennai port trust,1.5,1995-11-07
Chennai,Chennai port trust,1.5,1995-11-07
Chennai,Chennai nungambakkam,1.0,1995-11-07
Chennai,Chennai nungambakkam,1.0,1995-11-07
Chennai,Chennai port trust,3.0,1995-11-08
Chennai,Chennai port trust,3.0,1995-11-08
Chennai,Chennai nungambakkam,1.8,1995-11-08
Chennai,Chennai nungambakkam,1.8,1995-11-08
Chennai,Chennai port trust,6.0,1995-11-09
Chennai,Chennai port trust,6.0,1995-11-09
Chennai,Chennai nungambakkam,5.1,1995-11-09
Chennai,Chennai nungambakkam,5.1,1995-11-09
Chennai,Chennai port trust,3.3,1995-11-21
Chennai,Chennai port trust,3.3,1995-11-21
Chennai,Chennai nungambakkam,2.9,1995-11-21
Chennai,Chennai nungambakkam,2.9,1995-11-21
Chennai,Chennai nungambakkam,7.3,1995-11-23
Chennai,Chennai nungambakkam,7.3,1995-11-23
Chennai,Chennai port trust,4.3,1995-11-23
Chennai,Chennai port trust,4.3,1995-11-23
Chennai,Chennai port trust,18.5,1995-11-24
Chennai,Chennai port trust,18.5,1995-11-24
Chennai,Chennai nungambakkam,12.6,1995-11-24
Chennai,Chennai nungambakkam,12.6,1995-11-24
Chennai,Chennai nungambakkam,33.7,1995-11-26
Chennai,Chennai nungambakkam,33.7,1995-11-26
Chennai,Chennai port trust,11.0,1995-11-26
Chennai,Chennai port trust,11.0,1995-11-26
Chennai,Chennai nungambakkam,0.7,1996-04-06
Chennai,Chennai nungambakkam,0.7,1996-04-06
Chennai,Chennai port trust,9.0,1996-04-13
Chennai,Chennai port trust,9.0,1996-04-13
Chennai,Chennai nungambakkam,10.8,1996-04-14
Chennai,Chennai nungambakkam,10.8,1996-04-14
Chennai,Chennai port trust,5.0,1996-04-15
Chennai,Chennai port trust,5.0,1996-04-15
Chennai,Chennai nungambakkam,1.4,1996-04-15
Chennai,Chennai nungambakkam,1.4,1996-04-15
Chennai,Chennai nungambakkam,2.9,1996-04-16
Chennai,Chennai nungambakkam,2.9,1996-04-16
Chennai,Chennai port trust,4.3,1996-04-30
Chennai,Chennai port trust,4.3,1996-04-30
Chennai,Chennai nungambakkam,15.0,1996-05-01
Chennai,Chennai nungambakkam,15.0,1996-05-01
Chennai,Chennai nungambakkam,17.4,1996-06-12
Chennai,Chennai nungambakkam,17.4,1996-06-12
Chennai,Chennai port trust,16.0,1996-06-12
Chennai,Chennai port trust,16.0,1996-06-12
Chennai,Chennai port trust,117.0,1996-06-13
Chennai,Chennai port trust,117.0,1996-06-13
Chennai,Chennai nungambakkam,113.0,1996-06-13
Chennai,Chennai nungambakkam,113.0,1996-06-13
Chennai,Chennai port trust,348.3,1996-06-14
Chennai,Chennai port trust,348.3,1996-06-14
Chennai,Chennai nungambakkam,347.9,1996-06-14
Chennai,Chennai nungambakkam,347.9,1996-06-14
Chennai,Chennai port trust,217.5,1996-06-15
Chennai,Chennai port trust,217.5,1996-06-15
